"filename", "language", "JSON", "Markdown", "JavaScript", "TypeScript", "Vue", "CSS", "XML", "SCSS", "HTML", "comment", "blank", "total"
"/Users/zouxinyu/Yuki/my-blog/src/components/banner/2021-natu/bannerNatu.vue", "Vue", 0, 0, 0, 0, 81, 0, 0, 0, 0, 23, 10, 114
"/Users/zouxinyu/Yuki/my-blog/src/components/blogFooter/blogFooter.vue", "Vue", 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 13, 91
"/Users/zouxinyu/Yuki/my-blog/src/components/classPageItem/classPageItem.vue", "Vue", 0, 0, 0, 0, 154, 0, 0, 0, 0, 15, 20, 189
"/Users/zouxinyu/Yuki/my-blog/src/components/contentLine/contentLine.vue", "Vue", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 10, 71
"/Users/zouxinyu/Yuki/my-blog/src/components/contentPageItem/contentPageItem.vue", "Vue", 0, 0, 0, 0, 190, 0, 0, 0, 0, 22, 31, 243
"/Users/zouxinyu/Yuki/my-blog/src/components/contentPageItem/contentPageItemTag/contentPageItemTag.vue", "Vue", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 6, 48
"/Users/zouxinyu/Yuki/my-blog/src/components/contentTop/contentTop.vue", "Vue", 0, 0, 0, 0, 109, 0, 0, 0, 0, 9, 16, 134
"/Users/zouxinyu/Yuki/my-blog/src/components/home/homeCaIcon.vue", "Vue", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 9, 73
"/Users/zouxinyu/Yuki/my-blog/src/components/home/indexNav.vue", "Vue", 0, 0, 0, 0, 93, 0, 0, 0, 0, 6, 13, 112
"/Users/zouxinyu/Yuki/my-blog/src/components/indexList/indexList.vue", "Vue", 0, 0, 0, 0, 191, 0, 0, 0, 0, 39, 31, 261
"/Users/zouxinyu/Yuki/my-blog/src/components/indexList/indexListItem/indexListItem.vue", "Vue", 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 7, 28
"/Users/zouxinyu/Yuki/my-blog/src/components/language/language.vue", "Vue", 0, 0, 0, 0, 133, 0, 0, 0, 0, 16, 19, 168
"/Users/zouxinyu/Yuki/my-blog/src/components/nav/topNav.vue", "Vue", 0, 0, 0, 0, 383, 0, 0, 0, 0, 61, 56, 500
"/Users/zouxinyu/Yuki/my-blog/src/components/topLogo/topLogo.vue", "Vue", 0, 0, 0, 0, 74, 0, 0, 0, 0, 29, 13, 116
"/Users/zouxinyu/Yuki/my-blog/src/components/topProgress/topProgress.vue", "Vue", 0, 0, 0, 0, 58, 0, 0, 0, 0, 19, 12, 89
"/Users/zouxinyu/Yuki/my-blog/src/components/viewMore/viewMore.vue", "Vue", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 9, 59
"/Users/zouxinyu/Yuki/my-blog/src/main.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 0, 0, 0, 55, 25, 168
"/Users/zouxinyu/Yuki/my-blog/src/plugins/element.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/zouxinyu/Yuki/my-blog/src/router/adminRouter.ts", "TypeScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 6, 1, 92
"/Users/zouxinyu/Yuki/my-blog/src/router/homePageRouter.ts", "TypeScript", 0, 0, 0, 83, 0, 0, 0, 0, 0, 6, 2, 91
"/Users/zouxinyu/Yuki/my-blog/src/router/index.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 6, 5, 21
"/Users/zouxinyu/Yuki/my-blog/src/shims-vue.d.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 7, 2, 29
"/Users/zouxinyu/Yuki/my-blog/src/store/index.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 11, 2, 84
"/Users/zouxinyu/Yuki/my-blog/src/views/404NotFind.vue", "Vue", 0, 0, 0, 0, 47, 0, 0, 0, 0, 2, 6, 55
"/Users/zouxinyu/Yuki/my-blog/src/views/Home.vue", "Vue", 0, 0, 0, 0, 374, 0, 0, 0, 0, 45, 45, 464
"/Users/zouxinyu/Yuki/my-blog/src/views/adminPage/adminHome.vue", "Vue", 0, 0, 0, 0, 76, 0, 0, 0, 0, 11, 11, 98
"/Users/zouxinyu/Yuki/my-blog/src/views/adminPage/testPage.vue", "Vue", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 3, 72
"/Users/zouxinyu/Yuki/my-blog/src/views/application.vue", "Vue", 0, 0, 0, 0, 139, 0, 0, 0, 0, 18, 21, 178
"/Users/zouxinyu/Yuki/my-blog/src/views/classPage.vue", "Vue", 0, 0, 0, 0, 159, 0, 0, 0, 0, 40, 27, 226
"/Users/zouxinyu/Yuki/my-blog/src/views/contentPage.vue", "Vue", 0, 0, 0, 0, 381, 0, 0, 0, 0, 118, 70, 569
"/Users/zouxinyu/Yuki/my-blog/src/views/searchPage.vue", "Vue", 0, 0, 0, 0, 220, 0, 0, 0, 0, 19, 23, 262
"/Users/zouxinyu/Yuki/my-blog/src/views/senPage.vue", "Vue", 0, 0, 0, 0, 180, 0, 0, 0, 0, 44, 25, 249
"/Users/zouxinyu/Yuki/my-blog/src/views/templatePage.vue", "Vue", 0, 0, 0, 0, 36, 0, 0, 0, 0, 4, 9, 49
"/Users/zouxinyu/Yuki/my-blog/src/views/usePC.vue", "Vue", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 6, 50
"/Users/zouxinyu/Yuki/my-blog/tsconfig.json", "JSON", 28, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 40
"/Users/zouxinyu/Yuki/my-blog/vue.config.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 7, 1, 18
"Total", "-", 36440, 19, 370, 791, 5999, 722, 45, 21, 20, 1292, 1098, 46817
